Filename,Firstname,Surname,Position,Birthdate,Height,Hometown,Club
2016/ashley-hatch.html,Ashley,Hatch,Forward,1995-05-25T00:00:00Z,5-9,"Gilbert, Ariz.",Washington Spirit
2016/whitney-engen.html,Whitney,Engen,Defender,1987-11-28T00:00:00Z,5-8,"Rolling Hills Estates, Calif.",Boston Breakers
2016/jaelene-hinkle.html,Jaelene,Hinkle,Defender,1993-05-28T00:00:00Z,5-4,"Denver, Colo.",NC Courage
2016/lynn-williams.html,Lynn,Williams,Forward,1993-05-21T00:00:00Z,5-7,"Fresno, Calif.",NC Courage
2016/morgan-brian.html,Morgan,Brian,Midfielder,1993-02-26T00:00:00Z,5-7,"St. Simons Island, Ga.",Chicago Red Stars
2016/ashlyn-harris.html,Ashlyn,Harris,Goalkeeper,1985-10-19T00:00:00Z,5-9,"Satellite Beach, Fla.",Orlando Pride
2016/carli-lloyd.html,Carli,Lloyd,Forward,1982-07-16T00:00:00Z,5-8,"Delran, N.J.",Sky Blue FC
2016/crystal-dunn.html,Crystal,Dunn,Defender,1992-07-03T00:00:00Z,5-1,"Rockville Centre, N.Y.",NC Courage
2016/mallory-pugh.html,Mallory,Pugh,Forward,1998-04-29T00:00:00Z,5-5,"Highlands Ranch, Colo.",Washington Spirit
2016/kealia-ohai.html,Kealia,Ohai,Forward,1992-01-31T00:00:00Z,5-7,"Draper, Utah",Houston Dash
2016/christen-press.html,Christen,Press,Forward,1988-12-29T00:00:00Z,5-7,"Palos Verdes Estates, Calif.",Utah Royals FC
2016/lindsey-horan.html,Lindsey,Horan,Midfielder,1994-05-26T00:00:00Z,5-9,"Golden, Colo.",Portland Thorns FC
2016/stephanie-mccaffrey.html,Stephanie,McCaffrey,Forward,1993-02-18T00:00:00Z,5-6,"Winchester, Mass.",Boston Breakers
2016/megan-rapinoe.html,Megan,Rapinoe,Forward,1985-07-05T00:00:00Z,5-7,"Redding, Calif.",Seattle Reign FC
2016/becky-sauerbrunn.html,Becky,Sauerbrunn,Defender,1985-06-06T00:00:00Z,5-7,"St. Louis, Mo.",Utah Royals FC
2016/jessica-mcdonald.html,Jessica,McDonald,Forward,1988-02-28T00:00:00Z,5-10,"Glendale, Ariz.",NC Courage
2016/emily-sonnett.html,Emily,Sonnett,Defender,1993-11-25T00:00:00Z,5-7,"Marietta, Ga.",Portland Thorns FC
2016/hope-solo.html,Hope,Solo,Goalkeeper,1981-07-30T00:00:00Z,5-9,"Richland, Wash.",Seattle Reign FC
2016/ashlyn-harris.html,Ashlyn,Harris,Goalkeeper,1985-10-19T00:00:00Z,5-9,"Satellite Beach, Fla.",Orlando Pride
2016/alyssa-naeher.html,Alyssa,Naeher,Goalkeeper,1988-04-20T00:00:00Z,5-9,"Stratford, Conn.",Chicago Red Stars
2016/meghan-klingenberg.html,Meghan,Klingenberg,Defender,1988-08-02T00:00:00Z,5-2,"Gibsonia, Pa.",Portland Thorns FC
2016/allie-long.html,Allie,Long,Midfielder,1987-08-13T00:00:00Z,5-8,"Northport, N.Y.",Seattle Reign
2016/casey-short.html,Casey,Short,Defender,1990-08-23T00:00:00Z,5-7,"Naperville, Ill.",Chicago Red Stars
2016/heather-oreilly.html,Heather,O'Reilly,Midfielder,1985-01-02T00:00:00Z,5-5,"East Brunswick, N.J.",FC Kansas City
2016/kelley-ohara.html,Kelley,O'Hara,Defender,1988-08-04T00:00:00Z,5-5,"Fayetteville, Ga.",Utah Royals FC
2016/julie-johnston.html,Julie,Ertz,Midfielder,1992-04-06T00:00:00Z,5-7,"Mesa, Ariz.",Chicago Red Stars
2016/abby-dahlkemper.html,Abby,Dahlkemper,Defender,1993-05-13T00:00:00Z,5-7,"Menlo Park, Calif.",NC Courage
2016/andi-sullivan.html,Andi,Sullivan,Midfielder,1995-12-20T00:00:00Z,5-7,"Lorton, Va.",Washington Spirit
2016/ali-krieger.html,Ali,Krieger,Defender,1984-07-28T00:00:00Z,5-6,"Dumfries, Va.",Orlando Pride
2016/alex-morgan.html,Alex,Morgan,Forward,1989-07-02T00:00:00Z,5-7,"Diamond Bar, Calif.",Orlando Pride
2016/samantha-mewis.html,Samantha,Mewis,Midfielder,1992-10-09T00:00:00Z,6-0,"Hanson, Mass.",NC Courage
2016/tobin-heath.html,Tobin,Heath,Forward,1988-05-29T00:00:00Z,5-6,"Basking Ridge, N.J.",Portland Thorns FC
